date,holiday,title
2010年2月23日,False,
2010年2月24日,False,
2010年2月25日,False,
2010年2月26日,False,
2010年2月27日,False,
2010年2月28日,False,
2010年3月1日,False,
2010年3月2日,False,
2010年3月3日,False,
2010年3月4日,False,
2010年3月5日,False,
2010年3月6日,False,
2010年3月7日,False,
2010年3月8日,False,
2010年3月9日,False,
2010年3月10日,False,
2010年3月11日,False,
2010年3月12日,False,
2010年3月13日,False,
2010年3月14日,False,
2010年3月15日,False,
2010年3月16日,False,
2010年3月17日,False,
2010年3月18日,False,
2010年3月19日,False,
2010年3月20日,False,
2010年3月21日,True,春分の日
2010年3月22日,False,
2010年3月23日,False,
2010年3月24日,False,
2010年3月25日,False,
2010年3月26日,False,
2010年3月27日,False,
2010年3月28日,False,
2010年3月29日,False,
2010年3月30日,False,
2010年3月31日,False,
2010年4月1日,False,
2010年4月2日,False,
2010年4月3日,False,
2010年4月4日,False,
2010年4月5日,False,
2010年4月6日,False,
2010年4月7日,False,
2010年4月8日,False,
2010年4月9日,False,
2010年4月10日,False,
2010年4月11日,False,
2010年4月12日,False,
2010年4月13日,False,
2010年4月14日,False,
2010年4月15日,False,
2010年4月16日,False,
2010年4月17日,False,
2010年4月18日,False,
2010年4月19日,False,
2010年4月20日,False,
2010年4月21日,False,
2010年4月22日,False,
2010年4月23日,False,
2010年4月24日,False,
2010年4月25日,False,
2010年4月26日,False,
2010年4月27日,False,
2010年4月28日,False,
2010年4月29日,True,昭和の日
2010年4月30日,False,
2010年5月1日,False,
2010年5月2日,False,
2010年5月3日,True,憲法記念日
2010年5月4日,True,みどりの日
2010年5月5日,True,こどもの日
2010年5月6日,False,
2010年5月7日,False,
2010年5月8日,False,
2010年5月9日,False,
2010年5月10日,False,
2010年5月11日,False,
2010年5月12日,False,
2010年5月13日,False,
2010年5月14日,False,
2010年5月15日,False,
2010年5月16日,False,
2010年5月17日,False,
2010年5月18日,False,
2010年5月19日,False,
2010年5月20日,False,
2010年5月21日,False,
2010年5月22日,False,
2010年5月23日,False,
2010年5月24日,False,
2010年5月25日,False,
2010年5月26日,False,
2010年5月27日,False,
2010年5月28日,False,
2010年5月29日,False,
2010年5月30日,False,
2010年5月31日,False,
2010年6月1日,False,
2010年6月2日,False,
2010年6月3日,False,
2010年6月4日,False,
2010年6月5日,False,
2010年6月6日,False,
2010年6月7日,False,
2010年6月8日,False,
2010年6月9日,False,
2010年6月10日,False,
2010年6月11日,False,
2010年6月12日,False,
2010年6月13日,False,
2010年6月14日,False,
2010年6月15日,False,
2010年6月16日,False,
2010年6月17日,False,
2010年6月18日,False,
2010年6月19日,False,
2010年6月20日,False,
2010年6月21日,False,
2010年6月22日,False,
2010年6月23日,False,
2010年6月24日,False,
2010年6月25日,False,
2010年6月26日,False,
2010年6月27日,False,
2010年6月28日,False,
2010年6月29日,False,
2010年6月30日,False,
2010年7月1日,False,
2010年7月2日,False,
2010年7月3日,False,
2010年7月4日,False,
2010年7月5日,False,
2010年7月6日,False,
2010年7月7日,False,
2010年7月8日,False,
2010年7月9日,False,
2010年7月10日,False,
2010年7月11日,False,
2010年7月12日,False,
2010年7月13日,False,
2010年7月14日,False,
2010年7月15日,False,
2010年7月16日,False,
2010年7月17日,False,
2010年7月18日,False,
2010年7月19日,True,海の日
2010年7月20日,False,
2010年7月21日,False,
2010年7月22日,False,
2010年7月23日,False,
2010年7月24日,False,
2010年7月25日,False,
2010年7月26日,False,
2010年7月27日,False,
2010年7月28日,False,
2010年7月29日,False,
2010年7月30日,False,
2010年7月31日,False,
2010年8月1日,False,
2010年8月2日,False,
2010年8月3日,False,
2010年8月4日,False,
2010年8月5日,False,
2010年8月6日,False,
2010年8月7日,False,
2010年8月8日,False,
2010年8月9日,False,
2010年8月10日,False,
2010年8月11日,False,
2010年8月12日,False,
2010年8月13日,False,
2010年8月14日,False,
2010年8月15日,False,
2010年8月16日,False,
2010年8月17日,False,
2010年8月18日,False,
2010年8月19日,False,
2010年8月20日,False,
2010年8月21日,False,
2010年8月22日,False,
2010年8月23日,False,
2010年8月24日,False,
2010年8月25日,False,
2010年8月26日,False,
2010年8月27日,False,
2010年8月28日,False,
2010年8月29日,False,
2010年8月30日,False,
2010年8月31日,False,
2010年9月1日,False,
2010年9月2日,False,
2010年9月3日,False,
2010年9月4日,False,
2010年9月5日,False,
2010年9月6日,False,
2010年9月7日,False,
2010年9月8日,False,
2010年9月9日,False,
2010年9月10日,False,
2010年9月11日,False,
2010年9月12日,False,
2010年9月13日,False,
2010年9月14日,False,
2010年9月15日,False,
2010年9月16日,False,
2010年9月17日,False,
2010年9月18日,False,
2010年9月19日,False,
2010年9月20日,True,敬老の日
2010年9月21日,False,
2010年9月22日,False,
2010年9月23日,True,秋分の日
2010年9月24日,False,
2010年9月25日,False,
2010年9月26日,False,
2010年9月27日,False,
2010年9月28日,False,
2010年9月29日,False,
2010年9月30日,False,
2010年10月1日,False,
2010年10月2日,False,
2010年10月3日,False,
2010年10月4日,False,
2010年10月5日,False,
2010年10月6日,False,
2010年10月7日,False,
2010年10月8日,False,
2010年10月9日,False,
2010年10月10日,False,
2010年10月11日,True,体育の日
2010年10月12日,False,
2010年10月13日,False,
2010年10月14日,False,
2010年10月15日,False,
2010年10月16日,False,
2010年10月17日,False,
2010年10月18日,False,
2010年10月19日,False,
2010年10月20日,False,
2010年10月21日,False,
2010年10月22日,False,
2010年10月23日,False,
2010年10月24日,False,
2010年10月25日,False,
2010年10月26日,False,
2010年10月27日,False,
2010年10月28日,False,
2010年10月29日,False,
2010年10月30日,False,
2010年10月31日,False,
2010年11月1日,False,
2010年11月2日,False,
2010年11月3日,True,文化の日
2010年11月4日,False,
2010年11月5日,False,
2010年11月6日,False,
2010年11月7日,False,
2010年11月8日,False,
2010年11月9日,False,
2010年11月10日,False,
2010年11月11日,False,
2010年11月12日,False,
2010年11月13日,False,
2010年11月14日,False,
2010年11月15日,False,
2010年11月16日,False,
2010年11月17日,False,
2010年11月18日,False,
2010年11月19日,False,
2010年11月20日,False,
2010年11月21日,False,
2010年11月22日,False,
2010年11月23日,True,勤労感謝の日
2010年11月24日,False,
2010年11月25日,False,
2010年11月26日,False,
2010年11月27日,False,
2010年11月28日,False,
2010年11月29日,False,
2010年11月30日,False,
2010年12月1日,False,
2010年12月2日,False,
2010年12月3日,False,
2010年12月4日,False,
2010年12月5日,False,
2010年12月6日,False,
2010年12月7日,False,
2010年12月8日,False,
2010年12月9日,False,
2010年12月10日,False,
2010年12月11日,False,
2010年12月12日,False,
2010年12月13日,False,
2010年12月14日,False,
2010年12月15日,False,
2010年12月16日,False,
2010年12月17日,False,
2010年12月18日,False,
2010年12月19日,False,
2010年12月20日,False,
2010年12月21日,False,
2010年12月22日,False,
2010年12月23日,True,天皇誕生日
2010年12月24日,False,
2010年12月25日,False,
2010年12月26日,False,
2010年12月27日,False,
2010年12月28日,False,
2010年12月29日,False,
2010年12月30日,False,
2010年12月31日,False,
2011年1月1日,True,元日
2011年1月2日,False,
2011年1月3日,False,
2011年1月4日,False,
2011年1月5日,False,
2011年1月6日,False,
2011年1月7日,False,
2011年1月8日,False,
2011年1月9日,False,
2011年1月10日,True,成人の日
2011年1月11日,False,
2011年1月12日,False,
2011年1月13日,False,
2011年1月14日,False,
2011年1月15日,False,
2011年1月16日,False,
2011年1月17日,False,
2011年1月18日,False,
2011年1月19日,False,
2011年1月20日,False,
2011年1月21日,False,
2011年1月22日,False,
2011年1月23日,False,
2011年1月24日,False,
2011年1月25日,False,
2011年1月26日,False,
2011年1月27日,False,
2011年1月28日,False,
2011年1月29日,False,
2011年1月30日,False,
2011年1月31日,False,
2011年2月1日,False,
2011年2月2日,False,
2011年2月3日,False,
2011年2月4日,False,
2011年2月5日,False,
2011年2月6日,False,
2011年2月7日,False,
2011年2月8日,False,
2011年2月9日,False,
2011年2月10日,False,
2011年2月11日,True,建国記念の日
2011年2月12日,False,
2011年2月13日,False,
2011年2月14日,False,
2011年2月15日,False,
2011年2月16日,False,
2011年2月17日,False,
2011年2月18日,False,
2011年2月19日,False,
2011年2月20日,False,
2011年2月21日,False,
2011年2月22日,False,
2011年2月23日,False,
2011年2月24日,False,
2011年2月25日,False,
2011年2月26日,False,
2011年2月27日,False,
2011年2月28日,False,
2011年3月1日,False,
2011年3月2日,False,
2011年3月3日,False,
2011年3月4日,False,
2011年3月5日,False,
2011年3月6日,False,
2011年3月7日,False,
2011年3月8日,False,
2011年3月9日,False,
2011年3月10日,False,
2011年3月11日,False,
2011年3月12日,False,
2011年3月13日,False,
2011年3月14日,False,
2011年3月15日,False,
2011年3月16日,False,
2011年3月17日,False,
2011年3月18日,False,
2011年3月19日,False,
2011年3月20日,False,
2011年3月21日,True,春分の日
2011年3月22日,False,
2011年3月23日,False,
2011年3月24日,False,
2011年3月25日,False,
2011年3月26日,False,
2011年3月27日,False,
2011年3月28日,False,
2011年3月29日,False,
2011年3月30日,False,
2011年3月31日,False,
2011年4月1日,False,
2011年4月2日,False,
2011年4月3日,False,
2011年4月4日,False,
2011年4月5日,False,
2011年4月6日,False,
2011年4月7日,False,
2011年4月8日,False,
2011年4月9日,False,
2011年4月10日,False,
2011年4月11日,False,
2011年4月12日,False,
2011年4月13日,False,
2011年4月14日,False,
2011年4月15日,False,
2011年4月16日,False,
2011年4月17日,False,
2011年4月18日,False,
2011年4月19日,False,
2011年4月20日,False,
2011年4月21日,False,
2011年4月22日,False,
2011年4月23日,False,
2011年4月24日,False,
2011年4月25日,False,
2011年4月26日,False,
2011年4月27日,False,
2011年4月28日,False,
2011年4月29日,True,昭和の日
2011年4月30日,False,
2011年5月1日,False,
2011年5月2日,False,
2011年5月3日,True,憲法記念日
2011年5月4日,True,みどりの日
2011年5月5日,True,こどもの日
2011年5月6日,False,
2011年5月7日,False,
2011年5月8日,False,
2011年5月9日,False,
2011年5月10日,False,
2011年5月11日,False,
2011年5月12日,False,
2011年5月13日,False,
2011年5月14日,False,
2011年5月15日,False,
2011年5月16日,False,
2011年5月17日,False,
2011年5月18日,False,
2011年5月19日,False,
2011年5月20日,False,
2011年5月21日,False,
2011年5月22日,False,
2011年5月23日,False,
2011年5月24日,False,
2011年5月25日,False,
2011年5月26日,False,
2011年5月27日,False,
2011年5月28日,False,
2011年5月29日,False,
2011年5月30日,False,
2011年5月31日,False,
2011年6月1日,False,
2011年6月2日,False,
2011年6月3日,False,
2011年6月4日,False,
2011年6月5日,False,
2011年6月6日,False,
2011年6月7日,False,
2011年6月8日,False,
2011年6月9日,False,
2011年6月10日,False,
2011年6月11日,False,
2011年6月12日,False,
2011年6月13日,False,
2011年6月14日,False,
2011年6月15日,False,
2011年6月16日,False,
2011年6月17日,False,
2011年6月18日,False,
2011年6月19日,False,
2011年6月20日,False,
2011年6月21日,False,
2011年6月22日,False,
2011年6月23日,False,
2011年6月24日,False,
2011年6月25日,False,
2011年6月26日,False,
2011年6月27日,False,
2011年6月28日,False,
2011年6月29日,False,
2011年6月30日,False,
2011年7月1日,False,
2011年7月2日,False,
2011年7月3日,False,
2011年7月4日,False,
2011年7月5日,False,
2011年7月6日,False,
2011年7月7日,False,
2011年7月8日,False,
2011年7月9日,False,
2011年7月10日,False,
2011年7月11日,False,
2011年7月12日,False,
2011年7月13日,False,
2011年7月14日,False,
2011年7月15日,False,
2011年7月16日,False,
2011年7月17日,False,
2011年7月18日,True,海の日
2011年7月19日,False,
2011年7月20日,False,
2011年7月21日,False,
2011年7月22日,False,
2011年7月23日,False,
2011年7月24日,False,
2011年7月25日,False,
2011年7月26日,False,
2011年7月27日,False,
2011年7月28日,False,
2011年7月29日,False,
2011年7月30日,False,
2011年7月31日,False,
2011年8月1日,False,
2011年8月2日,False,
2011年8月3日,False,
2011年8月4日,False,
2011年8月5日,False,
2011年8月6日,False,
2011年8月7日,False,
2011年8月8日,False,
2011年8月9日,False,
2011年8月10日,False,
2011年8月11日,False,
2011年8月12日,False,
2011年8月13日,False,
2011年8月14日,False,
2011年8月15日,False,
2011年8月16日,False,
2011年8月17日,False,
2011年8月18日,False,
2011年8月19日,False,
2011年8月20日,False,
2011年8月21日,False,
2011年8月22日,False,
2011年8月23日,False,
2011年8月24日,False,
2011年8月25日,False,
2011年8月26日,False,
2011年8月27日,False,
2011年8月28日,False,
2011年8月29日,False,
2011年8月30日,False,
2011年8月31日,False,
2011年9月1日,False,
2011年9月2日,False,
2011年9月3日,False,
2011年9月4日,False,
2011年9月5日,False,
2011年9月6日,False,
2011年9月7日,False,
2011年9月8日,False,
2011年9月9日,False,
2011年9月10日,False,
2011年9月11日,False,
2011年9月12日,False,
2011年9月13日,False,
2011年9月14日,False,
2011年9月15日,False,
2011年9月16日,False,
2011年9月17日,False,
2011年9月18日,False,
2011年9月19日,True,敬老の日
2011年9月20日,False,
2011年9月21日,False,
2011年9月22日,False,
2011年9月23日,True,秋分の日
2011年9月24日,False,
2011年9月25日,False,
2011年9月26日,False,
2011年9月27日,False,
2011年9月28日,False,
2011年9月29日,False,
2011年9月30日,False,
2011年10月1日,False,
2011年10月2日,False,
2011年10月3日,False,
2011年10月4日,False,
2011年10月5日,False,
2011年10月6日,False,
2011年10月7日,False,
2011年10月8日,False,
2011年10月9日,False,
2011年10月10日,True,体育の日
2011年10月11日,False,
2011年10月12日,False,
2011年10月13日,False,
2011年10月14日,False,
2011年10月15日,False,
2011年10月16日,False,
2011年10月17日,False,
2011年10月18日,False,
2011年10月19日,False,
2011年10月20日,False,
2011年10月21日,False,
2011年10月22日,False,
2011年10月23日,False,
2011年10月24日,False,
2011年10月25日,False,
2011年10月26日,False,
2011年10月27日,False,
2011年10月28日,False,
2011年10月29日,False,
2011年10月30日,False,
2011年10月31日,False,
2011年11月1日,False,
2011年11月2日,False,
2011年11月3日,True,文化の日
2011年11月4日,False,
2011年11月5日,False,
2011年11月6日,False,
2011年11月7日,False,
2011年11月8日,False,
2011年11月9日,False,
2011年11月10日,False,
2011年11月11日,False,
2011年11月12日,False,
2011年11月13日,False,
2011年11月14日,False,
2011年11月15日,False,
2011年11月16日,False,
2011年11月17日,False,
2011年11月18日,False,
2011年11月19日,False,
2011年11月20日,False,
2011年11月21日,False,
2011年11月22日,False,
2011年11月23日,True,勤労感謝の日
2011年11月24日,False,
2011年11月25日,False,
2011年11月26日,False,
2011年11月27日,False,
2011年11月28日,False,
2011年11月29日,False,
2011年11月30日,False,
2011年12月1日,False,
2011年12月2日,False,
2011年12月3日,False,
2011年12月4日,False,
2011年12月5日,False,
2011年12月6日,False,
2011年12月7日,False,
2011年12月8日,False,
2011年12月9日,False,
2011年12月10日,False,
2011年12月11日,False,
2011年12月12日,False,
2011年12月13日,False,
2011年12月14日,False,
2011年12月15日,False,
2011年12月16日,False,
2011年12月17日,False,
2011年12月18日,False,
2011年12月19日,False,
2011年12月20日,False,
2011年12月21日,False,
2011年12月22日,False,
2011年12月23日,True,天皇誕生日
2011年12月24日,False,
2011年12月25日,False,
2011年12月26日,False,
2011年12月27日,False,
2011年12月28日,False,
2011年12月29日,False,
2011年12月30日,False,
2011年12月31日,False,
2012年1月1日,True,元日
2012年1月2日,False,
2012年1月3日,False,
2012年1月4日,False,
2012年1月5日,False,
2012年1月6日,False,
2012年1月7日,False,
2012年1月8日,False,
2012年1月9日,True,成人の日
2012年1月10日,False,
2012年1月11日,False,
2012年1月12日,False,
2012年1月13日,False,
2012年1月14日,False,
2012年1月15日,False,
2012年1月16日,False,
2012年1月17日,False,
2012年1月18日,False,
2012年1月19日,False,
2012年1月20日,False,
2012年1月21日,False,
2012年1月22日,False,
2012年1月23日,False,
2012年1月24日,False,
2012年1月25日,False,
2012年1月26日,False,
2012年1月27日,False,
2012年1月28日,False,
2012年1月29日,False,
2012年1月30日,False,
2012年1月31日,False,
2012年2月1日,False,
2012年2月2日,False,
2012年2月3日,False,
2012年2月4日,False,
2012年2月5日,False,
2012年2月6日,False,
2012年2月7日,False,
2012年2月8日,False,
2012年2月9日,False,
2012年2月10日,False,
2012年2月11日,True,建国記念の日
2012年2月12日,False,
2012年2月13日,False,
2012年2月14日,False,
2012年2月15日,False,
2012年2月16日,False,
2012年2月17日,False,
2012年2月18日,False,
2012年2月19日,False,
2012年2月20日,False,
2012年2月21日,False,
2012年2月22日,False,
2012年2月23日,False,
2012年2月24日,False,
2012年2月25日,False,
2012年2月26日,False,
2012年2月27日,False,
2012年2月28日,False,
2012年2月29日,False,
2012年3月1日,False,
2012年3月2日,False,
2012年3月3日,False,
2012年3月4日,False,
2012年3月5日,False,
2012年3月6日,False,
2012年3月7日,False,
2012年3月8日,False,
2012年3月9日,False,
2012年3月10日,False,
2012年3月11日,False,
2012年3月12日,False,
2012年3月13日,False,
2012年3月14日,False,
2012年3月15日,False,
2012年3月16日,False,
2012年3月17日,False,
2012年3月18日,False,
2012年3月19日,False,
2012年3月20日,True,春分の日
2012年3月21日,False,
2012年3月22日,False,
2012年3月23日,False,
2012年3月24日,False,
2012年3月25日,False,
2012年3月26日,False,
2012年3月27日,False,
2012年3月28日,False,
2012年3月29日,False,
2012年3月30日,False,
2012年3月31日,False,
2012年4月1日,False,
2012年4月2日,False,
2012年4月3日,False,
2012年4月4日,False,
2012年4月5日,False,
2012年4月6日,False,
2012年4月7日,False,
2012年4月8日,False,
2012年4月9日,False,
2012年4月10日,False,
2012年4月11日,False,
2012年4月12日,False,
2012年4月13日,False,
2012年4月14日,False,
2012年4月15日,False,
2012年4月16日,False,
2012年4月17日,False,
2012年4月18日,False,
2012年4月19日,False,
2012年4月20日,False,
2012年4月21日,False,
2012年4月22日,False,
2012年4月23日,False,
2012年4月24日,False,
2012年4月25日,False,
2012年4月26日,False,
2012年4月27日,False,
2012年4月28日,False,
2012年4月29日,True,昭和の日
2012年4月30日,False,
2012年5月1日,False,
2012年5月2日,False,
2012年5月3日,True,憲法記念日
2012年5月4日,True,みどりの日
2012年5月5日,True,こどもの日
2012年5月6日,False,
2012年5月7日,False,
2012年5月8日,False,
2012年5月9日,False,
2012年5月10日,False,
2012年5月11日,False,
2012年5月12日,False,
2012年5月13日,False,
2012年5月14日,False,
2012年5月15日,False,
2012年5月16日,False,
2012年5月17日,False,
2012年5月18日,False,
2012年5月19日,False,
2012年5月20日,False,
2012年5月21日,False,
2012年5月22日,False,
2012年5月23日,False,
2012年5月24日,False,
2012年5月25日,False,
2012年5月26日,False,
2012年5月27日,False,
2012年5月28日,False,
2012年5月29日,False,
2012年5月30日,False,
2012年5月31日,False,
2012年6月1日,False,
2012年6月2日,False,
2012年6月3日,False,
2012年6月4日,False,
2012年6月5日,False,
2012年6月6日,False,
2012年6月7日,False,
2012年6月8日,False,
2012年6月9日,False,
2012年6月10日,False,
2012年6月11日,False,
2012年6月12日,False,
2012年6月13日,False,
2012年6月14日,False,
2012年6月15日,False,
2012年6月16日,False,
2012年6月17日,False,
2012年6月18日,False,
2012年6月19日,False,
2012年6月20日,False,
2012年6月21日,False,
2012年6月22日,False,
2012年6月23日,False,
2012年6月24日,False,
2012年6月25日,False,
2012年6月26日,False,
2012年6月27日,False,
2012年6月28日,False,
2012年6月29日,False,
2012年6月30日,False,
2012年7月1日,False,
2012年7月2日,False,
2012年7月3日,False,
2012年7月4日,False,
2012年7月5日,False,
2012年7月6日,False,
2012年7月7日,False,
2012年7月8日,False,
2012年7月9日,False,
2012年7月10日,False,
2012年7月11日,False,
2012年7月12日,False,
2012年7月13日,False,
2012年7月14日,False,
2012年7月15日,False,
2012年7月16日,True,海の日
2012年7月17日,False,
2012年7月18日,False,
2012年7月19日,False,
2012年7月20日,False,
2012年7月21日,False,
2012年7月22日,False,
2012年7月23日,False,
2012年7月24日,False,
2012年7月25日,False,
2012年7月26日,False,
2012年7月27日,False,
2012年7月28日,False,
2012年7月29日,False,
2012年7月30日,False,
2012年7月31日,False,
2012年8月1日,False,
2012年8月2日,False,
2012年8月3日,False,
2012年8月4日,False,
2012年8月5日,False,
2012年8月6日,False,
2012年8月7日,False,
2012年8月8日,False,
2012年8月9日,False,
2012年8月10日,False,
2012年8月11日,False,
2012年8月12日,False,
2012年8月13日,False,
2012年8月14日,False,
2012年8月15日,False,
2012年8月16日,False,
2012年8月17日,False,
2012年8月18日,False,
2012年8月19日,False,
2012年8月20日,False,
2012年8月21日,False,
2012年8月22日,False,
2012年8月23日,False,
2012年8月24日,False,
2012年8月25日,False,
2012年8月26日,False,
2012年8月27日,False,
2012年8月28日,False,
2012年8月29日,False,
2012年8月30日,False,
2012年8月31日,False,
2012年9月1日,False,
2012年9月2日,False,
2012年9月3日,False,
2012年9月4日,False,
2012年9月5日,False,
2012年9月6日,False,
2012年9月7日,False,
2012年9月8日,False,
2012年9月9日,False,
2012年9月10日,False,
2012年9月11日,False,
2012年9月12日,False,
2012年9月13日,False,
2012年9月14日,False,
2012年9月15日,False,
2012年9月16日,False,
2012年9月17日,True,敬老の日
2012年9月18日,False,
2012年9月19日,False,
2012年9月20日,False,
2012年9月21日,False,
2012年9月22日,True,秋分の日
2012年9月23日,False,
2012年9月24日,False,
2012年9月25日,False,
2012年9月26日,False,
2012年9月27日,False,
2012年9月28日,False,
2012年9月29日,False,
2012年9月30日,False,
2012年10月1日,False,
2012年10月2日,False,
2012年10月3日,False,
2012年10月4日,False,
2012年10月5日,False,
2012年10月6日,False,
2012年10月7日,False,
2012年10月8日,True,体育の日
2012年10月9日,False,
2012年10月10日,False,
2012年10月11日,False,
2012年10月12日,False,
2012年10月13日,False,
2012年10月14日,False,
2012年10月15日,False,
2012年10月16日,False,
2012年10月17日,False,
2012年10月18日,False,
2012年10月19日,False,
2012年10月20日,False,
2012年10月21日,False,
2012年10月22日,False,
2012年10月23日,False,
2012年10月24日,False,
2012年10月25日,False,
2012年10月26日,False,
2012年10月27日,False,
2012年10月28日,False,
2012年10月29日,False,
2012年10月30日,False,
2012年10月31日,False,
2012年11月1日,False,
2012年11月2日,False,
2012年11月3日,True,文化の日
2012年11月4日,False,
2012年11月5日,False,
2012年11月6日,False,
2012年11月7日,False,
2012年11月8日,False,
2012年11月9日,False,
2012年11月10日,False,
2012年11月11日,False,
2012年11月12日,False,
2012年11月13日,False,
2012年11月14日,False,
2012年11月15日,False,
2012年11月16日,False,
2012年11月17日,False,
2012年11月18日,False,
2012年11月19日,False,
2012年11月20日,False,
2012年11月21日,False,
2012年11月22日,False,
2012年11月23日,True,勤労感謝の日
2012年11月24日,False,
2012年11月25日,False,
2012年11月26日,False,
2012年11月27日,False,
2012年11月28日,False,
2012年11月29日,False,
2012年11月30日,False,
2012年12月1日,False,
2012年12月2日,False,
2012年12月3日,False,
2012年12月4日,False,
2012年12月5日,False,
2012年12月6日,False,
2012年12月7日,False,
2012年12月8日,False,
2012年12月9日,False,
2012年12月10日,False,
2012年12月11日,False,
2012年12月12日,False,
2012年12月13日,False,
2012年12月14日,False,
2012年12月15日,False,
2012年12月16日,False,
2012年12月17日,False,
2012年12月18日,False,
2012年12月19日,False,
2012年12月20日,False,
2012年12月21日,False,
2012年12月22日,False,
2012年12月23日,True,天皇誕生日
2012年12月24日,False,
2012年12月25日,False,
2012年12月26日,False,
2012年12月27日,False,
2012年12月28日,False,
2012年12月29日,False,
2012年12月30日,False,
2012年12月31日,False,
2013年1月1日,True,元日
2013年1月2日,False,
2013年1月3日,False,
2013年1月4日,False,
2013年1月5日,False,
2013年1月6日,False,
2013年1月7日,False,
2013年1月8日,False,
2013年1月9日,False,
2013年1月10日,False,
2013年1月11日,False,
2013年1月12日,False,
2013年1月13日,False,
2013年1月14日,True,成人の日
2013年1月15日,False,
2013年1月16日,False,
2013年1月17日,False,
2013年1月18日,False,
2013年1月19日,False,
2013年1月20日,False,
2013年1月21日,False,
2013年1月22日,False,
2013年1月23日,False,
2013年1月24日,False,
2013年1月25日,False,
2013年1月26日,False,
2013年1月27日,False,
2013年1月28日,False,
2013年1月29日,False,
2013年1月30日,False,
2013年1月31日,False,
2013年2月1日,False,
2013年2月2日,False,
2013年2月3日,False,
2013年2月4日,False,
2013年2月5日,False,
2013年2月6日,False,
2013年2月7日,False,
2013年2月8日,False,
2013年2月9日,False,
2013年2月10日,False,
2013年2月11日,True,建国記念の日
2013年2月12日,False,
2013年2月13日,False,
2013年2月14日,False,
2013年2月15日,False,
2013年2月16日,False,
2013年2月17日,False,
2013年2月18日,False,
2013年2月19日,False,
2013年2月20日,False,
2013年2月21日,False,
2013年2月22日,False,
2013年2月23日,False,
2013年2月24日,False,
2013年2月25日,False,
2013年2月26日,False,
2013年2月27日,False,
2013年2月28日,False,
2013年3月1日,False,
2013年3月2日,False,
2013年3月3日,False,
2013年3月4日,False,
2013年3月5日,False,
2013年3月6日,False,
2013年3月7日,False,
2013年3月8日,False,
2013年3月9日,False,
2013年3月10日,False,
2013年3月11日,False,
2013年3月12日,False,
2013年3月13日,False,
2013年3月14日,False,
2013年3月15日,False,
2013年3月16日,False,
2013年3月17日,False,
2013年3月18日,False,
2013年3月19日,False,
2013年3月20日,True,春分の日
2013年3月21日,False,
2013年3月22日,False,
2013年3月23日,False,
2013年3月24日,False,
2013年3月25日,False,
2013年3月26日,False,
2013年3月27日,False,
2013年3月28日,False,
2013年3月29日,False,
2013年3月30日,False,
2013年3月31日,False,
2013年4月1日,False,
2013年4月2日,False,
2013年4月3日,False,
2013年4月4日,False,
2013年4月5日,False,
2013年4月6日,False,
2013年4月7日,False,
2013年4月8日,False,
2013年4月9日,False,
2013年4月10日,False,
2013年4月11日,False,
2013年4月12日,False,
2013年4月13日,False,
2013年4月14日,False,
2013年4月15日,False,
2013年4月16日,False,
2013年4月17日,False,
2013年4月18日,False,
2013年4月19日,False,
2013年4月20日,False,
2013年4月21日,False,
2013年4月22日,False,
2013年4月23日,False,
2013年4月24日,False,
2013年4月25日,False,
2013年4月26日,False,
2013年4月27日,False,
2013年4月28日,False,
2013年4月29日,True,昭和の日
2013年4月30日,False,
2013年5月1日,False,
2013年5月2日,False,
2013年5月3日,True,憲法記念日
2013年5月4日,True,みどりの日
2013年5月5日,True,こどもの日
2013年5月6日,False,
2013年5月7日,False,
2013年5月8日,False,
2013年5月9日,False,
2013年5月10日,False,
2013年5月11日,False,
2013年5月12日,False,
2013年5月13日,False,
2013年5月14日,False,
2013年5月15日,False,
2013年5月16日,False,
2013年5月17日,False,
2013年5月18日,False,
2013年5月19日,False,
2013年5月20日,False,
2013年5月21日,False,
2013年5月22日,False,
2013年5月23日,False,
2013年5月24日,False,
2013年5月25日,False,
2013年5月26日,False,
2013年5月27日,False,
2013年5月28日,False,
2013年5月29日,False,
2013年5月30日,False,
2013年5月31日,False,
2013年6月1日,False,
2013年6月2日,False,
2013年6月3日,False,
2013年6月4日,False,
2013年6月5日,False,
2013年6月6日,False,
2013年6月7日,False,
2013年6月8日,False,
2013年6月9日,False,
2013年6月10日,False,
2013年6月11日,False,
2013年6月12日,False,
2013年6月13日,False,
2013年6月14日,False,
2013年6月15日,False,
2013年6月16日,False,
2013年6月17日,False,
2013年6月18日,False,
2013年6月19日,False,
2013年6月20日,False,
2013年6月21日,False,
2013年6月22日,False,
2013年6月23日,False,
2013年6月24日,False,
2013年6月25日,False,
2013年6月26日,False,
2013年6月27日,False,
2013年6月28日,False,
2013年6月29日,False,
2013年6月30日,False,
2013年7月1日,False,
2013年7月2日,False,
2013年7月3日,False,
2013年7月4日,False,
2013年7月5日,False,
2013年7月6日,False,
2013年7月7日,False,
2013年7月8日,False,
2013年7月9日,False,
2013年7月10日,False,
2013年7月11日,False,
2013年7月12日,False,
2013年7月13日,False,
2013年7月14日,False,
2013年7月15日,True,海の日
2013年7月16日,False,
2013年7月17日,False,
2013年7月18日,False,
2013年7月19日,False,
2013年7月20日,False,
2013年7月21日,False,
2013年7月22日,False,
2013年7月23日,False,
2013年7月24日,False,
2013年7月25日,False,
